Starting training...
{'loss': 0.4442, 'learning_rate': 4.895500106632545e-05, 'epoch': 0.06}
{'loss': 0.1445, 'learning_rate': 2.2307528257624227e-05, 'epoch': 1.66}
{'loss': 0.1237, 'learning_rate': 2.124120281509917e-05, 'epoch': 1.73}
{'loss': 0.1586, 'learning_rate': 2.0174877372574112e-05, 'epoch': 1.79}
{'loss': 0.1306, 'learning_rate': 1.9108551930049052e-05, 'epoch': 1.86}
{'loss': 0.146, 'learning_rate': 1.8042226487523995e-05, 'epoch': 1.92}
{'loss': 0.1184, 'learning_rate': 1.6975901044998934e-05, 'epoch': 1.98}
{'eval_loss': 0.26369544863700867, 'eval_accuracy': 0.92644, 'eval_f1': 0.9263977463004325, 'eval_runtime': 101.0381, 'eval_samples_per_second': 247.431, 'eval_steps_per_second': 15.469, 'epoch': 2.0}
{'loss': 0.0871, 'learning_rate': 1.5909575602473874e-05, 'epoch': 2.05}
{'loss': 0.05, 'learning_rate': 1.4843250159948818e-05, 'epoch': 2.11}
{'loss': 0.0549, 'learning_rate': 1.377692471742376e-05, 'epoch': 2.18}
{'loss': 0.0684, 'learning_rate': 1.2710599274898699e-05, 'epoch': 2.24}
{'loss': 0.0844, 'learning_rate': 1.164427383237364e-05, 'epoch': 2.3}
{'loss': 0.0679, 'learning_rate': 1.0577948389848583e-05, 'epoch': 2.37}
{'loss': 0.0503, 'learning_rate': 9.511622947323523e-06, 'epoch': 2.43}
{'loss': 0.0385, 'learning_rate': 8.445297504798465e-06, 'epoch': 2.5}
{'loss': 0.0542, 'learning_rate': 7.378972062273407e-06, 'epoch': 2.56}
{'loss': 0.0497, 'learning_rate': 6.323309874173599e-06, 'epoch': 2.62}
{'loss': 0.077, 'learning_rate': 5.256984431648539e-06, 'epoch': 2.69}
{'loss': 0.0466, 'learning_rate': 4.19065898912348e-06, 'epoch': 2.75}
{'loss': 0.0446, 'learning_rate': 3.124333546598422e-06, 'epoch': 2.82}
{'loss': 0.0479, 'learning_rate': 2.0580081040733634e-06, 'epoch': 2.88}
{'loss': 0.0391, 'learning_rate': 9.916826615483046e-07, 'epoch': 2.94}
{'eval_loss': 0.31506049633026123, 'eval_accuracy': 0.932, 'eval_f1': 0.9319993380543563, 'eval_runtime': 101.2119, 'eval_samples_per_second': 247.006, 'eval_steps_per_second': 15.443, 'epoch': 3.0}
{'train_runtime': 608.6588, 'train_samples_per_second': 123.222, 'train_steps_per_second': 7.704, 'train_loss': 0.1553220683818027, 'epoch': 3.0}
Training finished. Training time: 609.53 seconds.
Evaluating the model...
Accuracy: 0.9173
F1-score: 0.9172
Inference time: 0.28 ms/example
GPU memory consumption: 5.26 GB
| Model           | Accuracy | F1-score | Inference Time (ms) | Memory (GB) | Training Time (s) |
|-----------------|----------|----------|---------------------|-------------|-------------------|
| DistilBERT-base | 0.9173   | 0.9172   | 0.28          | 5.26       | 609.53       |
Starting fine-tuning on Yelp...
{'loss': 0.217, 'learning_rate': 1.9943428571428575e-05, 'epoch': 0.0}
{'loss': 0.1734, 'learning_rate': 1.9886285714285715e-05, 'epoch': 0.01}
{'loss': 0.1833, 'learning_rate': 1.982914285714286e-05, 'epoch': 0.01}
{'loss': 0.157, 'learning_rate': 1.9772000000000003e-05, 'epoch': 0.01}
{'loss': 0.1962, 'learning_rate': 1.9715428571428573e-05, 'epoch': 0.01}
{'loss': 0.1535, 'learning_rate': 1.9658285714285717e-05, 'epoch': 0.02}
{'loss': 0.1789, 'learning_rate': 1.9601142857142857e-05, 'epoch': 0.02}
{'loss': 0.1489, 'learning_rate': 1.9544e-05, 'epoch': 0.02}
{'loss': 0.1891, 'learning_rate': 1.9486857142857145e-05, 'epoch': 0.03}
{'loss': 0.159, 'learning_rate': 1.9429714285714286e-05, 'epoch': 0.03}
{'loss': 0.1257, 'learning_rate': 1.937257142857143e-05, 'epoch': 0.03}
{'loss': 0.1632, 'learning_rate': 1.9315428571428573e-05, 'epoch': 0.03}
{'loss': 0.1518, 'learning_rate': 1.9258285714285717e-05, 'epoch': 0.04}
{'loss': 0.1283, 'learning_rate': 1.9201142857142858e-05, 'epoch': 0.04}
{'loss': 0.1415, 'learning_rate': 1.9144000000000002e-05, 'epoch': 0.04}
{'loss': 0.1374, 'learning_rate': 1.9086857142857146e-05, 'epoch': 0.05}
{'loss': 0.1411, 'learning_rate': 1.9029714285714286e-05, 'epoch': 0.05}
{'loss': 0.1324, 'learning_rate': 1.897257142857143e-05, 'epoch': 0.05}
{'loss': 0.1479, 'learning_rate': 1.8915428571428574e-05, 'epoch': 0.05}
{'loss': 0.155, 'learning_rate': 1.8858285714285714e-05, 'epoch': 0.06}
{'loss': 0.1584, 'learning_rate': 1.8801142857142858e-05, 'epoch': 0.06}
{'loss': 0.132, 'learning_rate': 1.8744000000000002e-05, 'epoch': 0.06}
{'loss': 0.1422, 'learning_rate': 1.8686857142857146e-05, 'epoch': 0.07}
{'loss': 0.1501, 'learning_rate': 1.8629714285714287e-05, 'epoch': 0.07}
{'loss': 0.1247, 'learning_rate': 1.857257142857143e-05, 'epoch': 0.07}
{'loss': 0.132, 'learning_rate': 1.8515428571428574e-05, 'epoch': 0.07}
{'loss': 0.1275, 'learning_rate': 1.8458285714285715e-05, 'epoch': 0.08}
{'loss': 0.1386, 'learning_rate': 1.840114285714286e-05, 'epoch': 0.08}
{'loss': 0.1261, 'learning_rate': 1.8344000000000003e-05, 'epoch': 0.08}
{'loss': 0.1373, 'learning_rate': 1.8286857142857143e-05, 'epoch': 0.09}
{'loss': 0.1334, 'learning_rate': 1.8229714285714287e-05, 'epoch': 0.09}
{'loss': 0.1203, 'learning_rate': 1.817257142857143e-05, 'epoch': 0.09}
{'loss': 0.1273, 'learning_rate': 1.811542857142857e-05, 'epoch': 0.09}
{'loss': 0.1257, 'learning_rate': 1.8058857142857145e-05, 'epoch': 0.1}
{'loss': 0.1274, 'learning_rate': 1.800171428571429e-05, 'epoch': 0.1}
{'loss': 0.1421, 'learning_rate': 1.794457142857143e-05, 'epoch': 0.1}
{'loss': 0.1443, 'learning_rate': 1.7887428571428573e-05, 'epoch': 0.11}
{'loss': 0.1273, 'learning_rate': 1.7830285714285717e-05, 'epoch': 0.11}
{'loss': 0.1221, 'learning_rate': 1.7773142857142857e-05, 'epoch': 0.11}
{'loss': 0.1041, 'learning_rate': 1.7716e-05, 'epoch': 0.11}
{'loss': 0.1294, 'learning_rate': 1.7658857142857145e-05, 'epoch': 0.12}
{'loss': 0.1291, 'learning_rate': 1.7601714285714286e-05, 'epoch': 0.12}
{'loss': 0.1598, 'learning_rate': 1.754457142857143e-05, 'epoch': 0.12}
{'loss': 0.1221, 'learning_rate': 1.7487428571428573e-05, 'epoch': 0.13}
{'loss': 0.1262, 'learning_rate': 1.7430285714285714e-05, 'epoch': 0.13}
{'loss': 0.1116, 'learning_rate': 1.737314285714286e-05, 'epoch': 0.13}
{'loss': 0.1514, 'learning_rate': 1.7316e-05, 'epoch': 0.13}
{'loss': 0.1324, 'learning_rate': 1.7258857142857145e-05, 'epoch': 0.14}
{'loss': 0.0813, 'learning_rate': 1.7201714285714286e-05, 'epoch': 0.14}
{'loss': 0.1203, 'learning_rate': 1.714457142857143e-05, 'epoch': 0.14}
{'loss': 0.1276, 'learning_rate': 1.7087428571428574e-05, 'epoch': 0.15}
{'loss': 0.1516, 'learning_rate': 1.7030285714285714e-05, 'epoch': 0.15}
{'loss': 0.1335, 'learning_rate': 1.6973142857142858e-05, 'epoch': 0.15}
{'loss': 0.1247, 'learning_rate': 1.6916000000000002e-05, 'epoch': 0.15}
{'loss': 0.1234, 'learning_rate': 1.6859428571428572e-05, 'epoch': 0.16}
{'loss': 0.1306, 'learning_rate': 1.6802285714285716e-05, 'epoch': 0.16}
{'loss': 0.1375, 'learning_rate': 1.6745142857142856e-05, 'epoch': 0.16}
{'loss': 0.1116, 'learning_rate': 1.6688000000000004e-05, 'epoch': 0.17}
{'loss': 0.1396, 'learning_rate': 1.6630857142857144e-05, 'epoch': 0.17}
{'loss': 0.1218, 'learning_rate': 1.6573714285714288e-05, 'epoch': 0.17}
{'loss': 0.1121, 'learning_rate': 1.6516571428571432e-05, 'epoch': 0.17}
{'loss': 0.129, 'learning_rate': 1.6459428571428572e-05, 'epoch': 0.18}
{'loss': 0.1231, 'learning_rate': 1.6402285714285716e-05, 'epoch': 0.18}
{'loss': 0.1307, 'learning_rate': 1.634514285714286e-05, 'epoch': 0.18}
{'loss': 0.1158, 'learning_rate': 1.6288e-05, 'epoch': 0.19}
{'loss': 0.1044, 'learning_rate': 1.6230857142857144e-05, 'epoch': 0.19}
{'loss': 0.1245, 'learning_rate': 1.617371428571429e-05, 'epoch': 0.19}
{'loss': 0.1274, 'learning_rate': 1.611657142857143e-05, 'epoch': 0.19}
{'loss': 0.1176, 'learning_rate': 1.6059428571428573e-05, 'epoch': 0.2}
{'loss': 0.1148, 'learning_rate': 1.6002285714285713e-05, 'epoch': 0.2}
{'loss': 0.1059, 'learning_rate': 1.594514285714286e-05, 'epoch': 0.2}
{'loss': 0.1309, 'learning_rate': 1.5888e-05, 'epoch': 0.21}
{'loss': 0.1131, 'learning_rate': 1.5830857142857145e-05, 'epoch': 0.21}
{'loss': 0.1027, 'learning_rate': 1.577371428571429e-05, 'epoch': 0.21}
{'loss': 0.1273, 'learning_rate': 1.571657142857143e-05, 'epoch': 0.21}
{'loss': 0.1173, 'learning_rate': 1.5660000000000003e-05, 'epoch': 0.22}
{'loss': 0.1151, 'learning_rate': 1.5602857142857143e-05, 'epoch': 0.22}
{'loss': 0.1054, 'learning_rate': 1.5545714285714287e-05, 'epoch': 0.22}
{'loss': 0.123, 'learning_rate': 1.548857142857143e-05, 'epoch': 0.23}
{'loss': 0.1223, 'learning_rate': 1.543142857142857e-05, 'epoch': 0.23}
{'loss': 0.1122, 'learning_rate': 1.5374285714285715e-05, 'epoch': 0.23}
{'loss': 0.156, 'learning_rate': 1.531714285714286e-05, 'epoch': 0.23}
{'loss': 0.1009, 'learning_rate': 1.5260000000000003e-05, 'epoch': 0.24}
{'loss': 0.098, 'learning_rate': 1.5202857142857143e-05, 'epoch': 0.24}
{'loss': 0.1371, 'learning_rate': 1.5145714285714287e-05, 'epoch': 0.24}
{'loss': 0.0998, 'learning_rate': 1.508857142857143e-05, 'epoch': 0.25}
{'loss': 0.1348, 'learning_rate': 1.5031428571428572e-05, 'epoch': 0.25}
{'loss': 0.1108, 'learning_rate': 1.4974285714285714e-05, 'epoch': 0.25}
{'loss': 0.1065, 'learning_rate': 1.491714285714286e-05, 'epoch': 0.25}
{'loss': 0.1148, 'learning_rate': 1.4860000000000002e-05, 'epoch': 0.26}
{'loss': 0.12, 'learning_rate': 1.4802857142857144e-05, 'epoch': 0.26}
{'loss': 0.1417, 'learning_rate': 1.4745714285714288e-05, 'epoch': 0.26}
{'loss': 0.0846, 'learning_rate': 1.468857142857143e-05, 'epoch': 0.27}
{'loss': 0.1208, 'learning_rate': 1.4631428571428572e-05, 'epoch': 0.27}
{'loss': 0.1285, 'learning_rate': 1.4574285714285716e-05, 'epoch': 0.27}
{'loss': 0.0959, 'learning_rate': 1.4517142857142858e-05, 'epoch': 0.27}
{'loss': 0.0981, 'learning_rate': 1.446e-05, 'epoch': 0.28}
{'loss': 0.1161, 'learning_rate': 1.4402857142857144e-05, 'epoch': 0.28}
{'loss': 0.11, 'learning_rate': 1.4346285714285714e-05, 'epoch': 0.28}
{'loss': 0.0987, 'learning_rate': 1.428914285714286e-05, 'epoch': 0.29}
{'loss': 0.1462, 'learning_rate': 1.4232000000000002e-05, 'epoch': 0.29}
{'loss': 0.121, 'learning_rate': 1.4174857142857144e-05, 'epoch': 0.29}
{'loss': 0.098, 'learning_rate': 1.4117714285714288e-05, 'epoch': 0.29}
{'loss': 0.1191, 'learning_rate': 1.406057142857143e-05, 'epoch': 0.3}
{'loss': 0.118, 'learning_rate': 1.4003428571428572e-05, 'epoch': 0.3}
{'loss': 0.1091, 'learning_rate': 1.3946285714285715e-05, 'epoch': 0.3}
{'loss': 0.1244, 'learning_rate': 1.3889142857142859e-05, 'epoch': 0.31}
{'loss': 0.1059, 'learning_rate': 1.3832e-05, 'epoch': 0.31}
{'loss': 0.0969, 'learning_rate': 1.3774857142857143e-05, 'epoch': 0.31}
{'loss': 0.1166, 'learning_rate': 1.3717714285714287e-05, 'epoch': 0.31}
{'loss': 0.106, 'learning_rate': 1.3660571428571429e-05, 'epoch': 0.32}
{'loss': 0.1023, 'learning_rate': 1.3603428571428571e-05, 'epoch': 0.32}
{'loss': 0.1162, 'learning_rate': 1.3546285714285717e-05, 'epoch': 0.32}
{'loss': 0.1102, 'learning_rate': 1.3489142857142859e-05, 'epoch': 0.33}
{'loss': 0.1247, 'learning_rate': 1.3432000000000001e-05, 'epoch': 0.33}
{'loss': 0.087, 'learning_rate': 1.3374857142857145e-05, 'epoch': 0.33}
{'loss': 0.0996, 'learning_rate': 1.3317714285714287e-05, 'epoch': 0.33}
{'loss': 0.0872, 'learning_rate': 1.326057142857143e-05, 'epoch': 0.34}
{'loss': 0.1145, 'learning_rate': 1.3203428571428572e-05, 'epoch': 0.34}
{'loss': 0.1257, 'learning_rate': 1.3146857142857143e-05, 'epoch': 0.34}
{'loss': 0.1101, 'learning_rate': 1.3089714285714287e-05, 'epoch': 0.35}
{'loss': 0.1108, 'learning_rate': 1.303257142857143e-05, 'epoch': 0.35}
{'loss': 0.0921, 'learning_rate': 1.2975428571428571e-05, 'epoch': 0.35}
{'loss': 0.1095, 'learning_rate': 1.2918285714285714e-05, 'epoch': 0.35}
{'loss': 0.0847, 'learning_rate': 1.286114285714286e-05, 'epoch': 0.36}
{'loss': 0.1239, 'learning_rate': 1.2804000000000001e-05, 'epoch': 0.36}
{'loss': 0.119, 'learning_rate': 1.2746857142857144e-05, 'epoch': 0.36}
{'loss': 0.1031, 'learning_rate': 1.2689714285714287e-05, 'epoch': 0.37}
{'loss': 0.1099, 'learning_rate': 1.263257142857143e-05, 'epoch': 0.37}
{'loss': 0.122, 'learning_rate': 1.2575428571428572e-05, 'epoch': 0.37}
{'loss': 0.0933, 'learning_rate': 1.2518285714285716e-05, 'epoch': 0.37}
{'loss': 0.0987, 'learning_rate': 1.2461142857142858e-05, 'epoch': 0.38}
{'loss': 0.1007, 'learning_rate': 1.2404e-05, 'epoch': 0.38}
{'loss': 0.1243, 'learning_rate': 1.2346857142857144e-05, 'epoch': 0.38}
{'loss': 0.1229, 'learning_rate': 1.2289714285714286e-05, 'epoch': 0.39}
{'loss': 0.1113, 'learning_rate': 1.2232571428571428e-05, 'epoch': 0.39}
{'loss': 0.1033, 'learning_rate': 1.217542857142857e-05, 'epoch': 0.39}
{'loss': 0.0878, 'learning_rate': 1.2118285714285716e-05, 'epoch': 0.39}
{'loss': 0.091, 'learning_rate': 1.2061142857142858e-05, 'epoch': 0.4}
{'loss': 0.1071, 'learning_rate': 1.2004e-05, 'epoch': 0.4}
{'loss': 0.0844, 'learning_rate': 1.1946857142857144e-05, 'epoch': 0.4}
{'loss': 0.1204, 'learning_rate': 1.1889714285714287e-05, 'epoch': 0.41}
{'loss': 0.1046, 'learning_rate': 1.1832571428571429e-05, 'epoch': 0.41}
{'loss': 0.1123, 'learning_rate': 1.1776e-05, 'epoch': 0.41}
{'loss': 0.1082, 'learning_rate': 1.1718857142857143e-05, 'epoch': 0.41}
{'loss': 0.1218, 'learning_rate': 1.1661714285714286e-05, 'epoch': 0.42}
{'loss': 0.0913, 'learning_rate': 1.1604571428571429e-05, 'epoch': 0.42}
{'loss': 0.1136, 'learning_rate': 1.1547428571428571e-05, 'epoch': 0.42}
{'loss': 0.1054, 'learning_rate': 1.1490285714285716e-05, 'epoch': 0.43}
{'loss': 0.1098, 'learning_rate': 1.1433142857142859e-05, 'epoch': 0.43}
{'loss': 0.1186, 'learning_rate': 1.1376000000000001e-05, 'epoch': 0.43}
{'loss': 0.1086, 'learning_rate': 1.1318857142857145e-05, 'epoch': 0.43}
{'loss': 0.1132, 'learning_rate': 1.1261714285714287e-05, 'epoch': 0.44}
{'loss': 0.0919, 'learning_rate': 1.1204571428571429e-05, 'epoch': 0.44}
{'loss': 0.0975, 'learning_rate': 1.1147428571428571e-05, 'epoch': 0.44}
{'loss': 0.1132, 'learning_rate': 1.1090285714285715e-05, 'epoch': 0.45}
{'loss': 0.0848, 'learning_rate': 1.1033142857142857e-05, 'epoch': 0.45}
{'loss': 0.1133, 'learning_rate': 1.0976e-05, 'epoch': 0.45}
{'loss': 0.1223, 'learning_rate': 1.0918857142857145e-05, 'epoch': 0.45}
{'loss': 0.087, 'learning_rate': 1.0861714285714287e-05, 'epoch': 0.46}
{'loss': 0.1055, 'learning_rate': 1.0804571428571428e-05, 'epoch': 0.46}
{'loss': 0.0939, 'learning_rate': 1.0747428571428573e-05, 'epoch': 0.46}
{'loss': 0.0958, 'learning_rate': 1.0690285714285716e-05, 'epoch': 0.47}
{'loss': 0.0986, 'learning_rate': 1.0633142857142858e-05, 'epoch': 0.47}
{'loss': 0.1027, 'learning_rate': 1.0576000000000002e-05, 'epoch': 0.47}
{'loss': 0.103, 'learning_rate': 1.0518857142857144e-05, 'epoch': 0.47}
{'loss': 0.0891, 'learning_rate': 1.0461714285714286e-05, 'epoch': 0.48}
{'loss': 0.1002, 'learning_rate': 1.0405142857142858e-05, 'epoch': 0.48}
{'loss': 0.1054, 'learning_rate': 1.0348e-05, 'epoch': 0.48}
{'loss': 0.1106, 'learning_rate': 1.0290857142857145e-05, 'epoch': 0.49}
{'loss': 0.0906, 'learning_rate': 1.0233714285714288e-05, 'epoch': 0.49}
{'loss': 0.09, 'learning_rate': 1.017657142857143e-05, 'epoch': 0.49}
{'loss': 0.0772, 'learning_rate': 1.011942857142857e-05, 'epoch': 0.49}
{'loss': 0.0836, 'learning_rate': 1.0062285714285716e-05, 'epoch': 0.5}
{'loss': 0.1168, 'learning_rate': 1.0005142857142858e-05, 'epoch': 0.5}
{'loss': 0.1026, 'learning_rate': 9.948e-06, 'epoch': 0.5}
{'loss': 0.0915, 'learning_rate': 9.890857142857142e-06, 'epoch': 0.51}
{'loss': 0.1073, 'learning_rate': 9.833714285714286e-06, 'epoch': 0.51}
{'loss': 0.1129, 'learning_rate': 9.77657142857143e-06, 'epoch': 0.51}
{'loss': 0.0844, 'learning_rate': 9.719428571428572e-06, 'epoch': 0.51}
{'loss': 0.0921, 'learning_rate': 9.662285714285715e-06, 'epoch': 0.52}
{'loss': 0.1002, 'learning_rate': 9.605142857142859e-06, 'epoch': 0.52}
{'loss': 0.0808, 'learning_rate': 9.548e-06, 'epoch': 0.52}
{'loss': 0.1141, 'learning_rate': 9.490857142857145e-06, 'epoch': 0.53}
{'loss': 0.0934, 'learning_rate': 9.433714285714287e-06, 'epoch': 0.53}
{'loss': 0.0951, 'learning_rate': 9.376571428571429e-06, 'epoch': 0.53}
{'loss': 0.09, 'learning_rate': 9.319428571428573e-06, 'epoch': 0.53}
{'loss': 0.0821, 'learning_rate': 9.262857142857143e-06, 'epoch': 0.54}
{'loss': 0.1016, 'learning_rate': 9.205714285714287e-06, 'epoch': 0.54}
{'loss': 0.1056, 'learning_rate': 9.149142857142858e-06, 'epoch': 0.54}
{'loss': 0.0838, 'learning_rate': 9.092e-06, 'epoch': 0.55}
{'loss': 0.0843, 'learning_rate': 9.034857142857144e-06, 'epoch': 0.55}
{'loss': 0.1094, 'learning_rate': 8.977714285714286e-06, 'epoch': 0.55}
{'loss': 0.096, 'learning_rate': 8.92057142857143e-06, 'epoch': 0.55}
{'loss': 0.0991, 'learning_rate': 8.863428571428573e-06, 'epoch': 0.56}
{'loss': 0.0985, 'learning_rate': 8.806285714285715e-06, 'epoch': 0.56}
{'loss': 0.1019, 'learning_rate': 8.749142857142859e-06, 'epoch': 0.56}
{'loss': 0.0712, 'learning_rate': 8.692e-06, 'epoch': 0.57}
{'loss': 0.1141, 'learning_rate': 8.634857142857143e-06, 'epoch': 0.57}
{'loss': 0.0996, 'learning_rate': 8.577714285714285e-06, 'epoch': 0.57}
{'loss': 0.1017, 'learning_rate': 8.520571428571429e-06, 'epoch': 0.57}
{'loss': 0.0971, 'learning_rate': 8.463428571428573e-06, 'epoch': 0.58}
{'loss': 0.1, 'learning_rate': 8.406285714285715e-06, 'epoch': 0.58}
{'loss': 0.0946, 'learning_rate': 8.349142857142857e-06, 'epoch': 0.58}
{'loss': 0.1118, 'learning_rate': 8.292000000000001e-06, 'epoch': 0.59}
{'loss': 0.125, 'learning_rate': 8.234857142857143e-06, 'epoch': 0.59}
{'loss': 0.1017, 'learning_rate': 8.177714285714287e-06, 'epoch': 0.59}
{'loss': 0.0831, 'learning_rate': 8.12057142857143e-06, 'epoch': 0.59}
{'loss': 0.0876, 'learning_rate': 8.063428571428572e-06, 'epoch': 0.6}
{'loss': 0.1041, 'learning_rate': 8.006285714285716e-06, 'epoch': 0.6}
{'loss': 0.0999, 'learning_rate': 7.949142857142858e-06, 'epoch': 0.6}
{'loss': 0.1195, 'learning_rate': 7.892e-06, 'epoch': 0.61}
{'loss': 0.1046, 'learning_rate': 7.834857142857144e-06, 'epoch': 0.61}
{'loss': 0.0973, 'learning_rate': 7.777714285714286e-06, 'epoch': 0.61}
{'loss': 0.0817, 'learning_rate': 7.72057142857143e-06, 'epoch': 0.61}
{'loss': 0.0862, 'learning_rate': 7.663428571428572e-06, 'epoch': 0.62}
{'loss': 0.0872, 'learning_rate': 7.606285714285715e-06, 'epoch': 0.62}
{'loss': 0.0978, 'learning_rate': 7.549142857142858e-06, 'epoch': 0.62}
{'loss': 0.0965, 'learning_rate': 7.4920000000000004e-06, 'epoch': 0.63}
{'loss': 0.0954, 'learning_rate': 7.4348571428571435e-06, 'epoch': 0.63}
{'loss': 0.1098, 'learning_rate': 7.377714285714286e-06, 'epoch': 0.63}
{'loss': 0.1134, 'learning_rate': 7.320571428571429e-06, 'epoch': 0.63}
{'loss': 0.071, 'learning_rate': 7.263428571428573e-06, 'epoch': 0.64}
{'loss': 0.1077, 'learning_rate': 7.206285714285715e-06, 'epoch': 0.64}
{'loss': 0.0988, 'learning_rate': 7.149142857142858e-06, 'epoch': 0.64}
{'loss': 0.0971, 'learning_rate': 7.092000000000001e-06, 'epoch': 0.65}
{'loss': 0.1015, 'learning_rate': 7.034857142857143e-06, 'epoch': 0.65}
{'loss': 0.1031, 'learning_rate': 6.977714285714287e-06, 'epoch': 0.65}
{'loss': 0.088, 'learning_rate': 6.920571428571428e-06, 'epoch': 0.65}
{'loss': 0.0925, 'learning_rate': 6.864000000000001e-06, 'epoch': 0.66}
{'loss': 0.094, 'learning_rate': 6.806857142857144e-06, 'epoch': 0.66}
{'loss': 0.0757, 'learning_rate': 6.749714285714286e-06, 'epoch': 0.66}
{'loss': 0.1184, 'learning_rate': 6.692571428571429e-06, 'epoch': 0.67}
{'loss': 0.0804, 'learning_rate': 6.635428571428571e-06, 'epoch': 0.67}
{'loss': 0.0759, 'learning_rate': 6.578285714285715e-06, 'epoch': 0.67}
{'loss': 0.0903, 'learning_rate': 6.521142857142858e-06, 'epoch': 0.67}
{'loss': 0.0811, 'learning_rate': 6.464e-06, 'epoch': 0.68}
{'loss': 0.1034, 'learning_rate': 6.406857142857143e-06, 'epoch': 0.68}
{'loss': 0.1131, 'learning_rate': 6.3497142857142855e-06, 'epoch': 0.68}
{'loss': 0.114, 'learning_rate': 6.292571428571429e-06, 'epoch': 0.69}
{'loss': 0.0685, 'learning_rate': 6.2354285714285724e-06, 'epoch': 0.69}
{'loss': 0.0905, 'learning_rate': 6.178285714285715e-06, 'epoch': 0.69}
{'loss': 0.0944, 'learning_rate': 6.121142857142858e-06, 'epoch': 0.69}
{'loss': 0.0845, 'learning_rate': 6.064000000000001e-06, 'epoch': 0.7}
{'loss': 0.1022, 'learning_rate': 6.006857142857143e-06, 'epoch': 0.7}
{'loss': 0.0981, 'learning_rate': 5.949714285714287e-06, 'epoch': 0.7}
{'loss': 0.0971, 'learning_rate': 5.892571428571429e-06, 'epoch': 0.71}
{'loss': 0.0775, 'learning_rate': 5.835428571428572e-06, 'epoch': 0.71}
{'loss': 0.1328, 'learning_rate': 5.778285714285715e-06, 'epoch': 0.71}
{'loss': 0.1064, 'learning_rate': 5.721714285714286e-06, 'epoch': 0.71}
{'loss': 0.0832, 'learning_rate': 5.66457142857143e-06, 'epoch': 0.72}
{'loss': 0.0875, 'learning_rate': 5.607428571428572e-06, 'epoch': 0.72}
{'loss': 0.1007, 'learning_rate': 5.550285714285715e-06, 'epoch': 0.72}
{'loss': 0.0991, 'learning_rate': 5.493142857142858e-06, 'epoch': 0.73}
{'loss': 0.1202, 'learning_rate': 5.436e-06, 'epoch': 0.73}
{'loss': 0.0811, 'learning_rate': 5.378857142857143e-06, 'epoch': 0.73}
{'loss': 0.0872, 'learning_rate': 5.321714285714285e-06, 'epoch': 0.73}
{'loss': 0.0812, 'learning_rate': 5.264571428571429e-06, 'epoch': 0.74}
{'loss': 0.0954, 'learning_rate': 5.207428571428572e-06, 'epoch': 0.74}
{'loss': 0.0774, 'learning_rate': 5.1502857142857145e-06, 'epoch': 0.74}
{'loss': 0.088, 'learning_rate': 5.0931428571428575e-06, 'epoch': 0.75}
{'loss': 0.1046, 'learning_rate': 5.0360000000000006e-06, 'epoch': 0.75}
